NdcSearch,Ndc
A60793010401,60793010401
A14789030002,14789030002
A49884022811,49884022811
A00574705050,00574705050
A60505311000,60505311000
A00023916330,00023916330
A00046047081,00046047081
A00024059010,00024059010
A00409909335,00409909335
A51079054120,51079054120
A00008104110,00008104110
A00904629161,00904629161
A00054815624,00054815624
A00904623761,00904623761
A11704037001,11704037001
A63304099501,63304099501
A59676056001,59676056001
A29336030510,29336030510
A60687044301,60687044301
A63323088330,63323088330
A00168001431,00168001431
A00472030680,00472030680
A61314034202,61314034202
A00007464213,00007464213
A00173065601,00173065601
A50458058601,50458058601
A49999002812,49999002812
A68084006901,68084006901
A00078064930,00078064930
A14789060010,14789060010
A50242006301,50242006301
A00904565661,00904565661
A00378032701,00378032701
A66689003750,66689003750
A17772010315,17772010315
A65162073403,65162073403
A00409234402,00409234402
A50242005306,50242005306
A00054353244,00054353244
A00002763511,00002763511
A65162089603,65162089603
A00713068615,00713068615
A21695016930,21695016930
A00002850101,00002850101
A00186198904,00186198904
A00009079601,00009079601
A00008103006,00008103006
A49702022144,49702022144
A59676056201,59676056201
A00469032014,00469032014
A47781030301,47781030301
A00703332104,00703332104
A51991081801,51991081801
A00409672903,00409672903
A00085140201,00085140201
A00004026249,00004026249
A00264310311,00264310311
A47781058717,47781058717
A63824071298,63824071298
A17478007031,17478007031
A00029316020,00029316020
A10157992002,10157992002
A00998063006,00998063006
A00904677861,00904677861
A51672413101,51672413101
A00007323001,00007323001
A49884005501,49884005501
A55150011720,55150011720
A12496121203,12496121203
A51079073320,51079073320
A00121197100,00121197100
A00904600161,00904600161
A00338035703,00338035703
A00078050215,00078050215
A00378162693,00378162693
A00172364910,00172364910
A51079098120,51079098120
A00075245101,00075245101
A24208046325,24208046325
A00703301812,00703301812
A00264780020,00264780020
A00005921823,00005921823
A00074234632,00074234632
A63323039923,63323039923
A17478050401,17478050401
A19515089452,19515089452
A51079056620,51079056620
A61314066505,61314066505
A00009085608,00009085608
A49281021515,49281021515
A50742062101,50742062101
A00781214501,00781214501
A00574704512,00574704512
A60505265400,60505265400
A00046087293,00046087293
A00781604146,00781604146
A00430002324,00430002324
A69238149101,69238149101
A42292002720,42292002720
A58063070510,58063070510
A00487020101,00487020101
A00955173530,00955173530
A51079090620,51079090620
A00904052361,00904052361
A55390013020,55390013020
A00088250033,00088250033
A13533063504,13533063504
A00904282161,00904282161
A00469060773,00469060773
A51079008620,51079008620
A51079097020,51079097020
A00046047181,00046047181
A59148001315,59148001315
A00168008130,00168008130
A00409978903,00409978903
A00031670972,00031670972
A00093435693,00093435693
A55390056090,55390056090
A51079025520,51079025520
A10019055302,10019055302
A00054018813,00054018813
A00006004368,00006004368
A49702022248,49702022248
A59572020594,59572020594
A49884011701,49884011701
A00406895801,00406895801
A00904648561,00904648561
A00904656561,00904656561
A63739032610,63739032610
A00121072104,00121072104
A54569527900,54569527900
A51079080620,51079080620
A63323010605,63323010605
A50268075615,50268075615
A68084035801,68084035801
A25021045301,25021045301
A76336045517,76336045517
A67919002010,67919002010
A00006096328,00006096328
A00781202001,00781202001
A63323037701,63323037701
A68180035407,68180035407
A54569100100,54569100100
A51079030220,51079030220
A00409491134,00409491134
A43547036809,43547036809
A00093894093,00093894093
A00173099155,00173099155
A00037067896,00037067896
A66993004730,66993004730
A70860045110,70860045110
A00054040713,00054040713
A00093542088,00093542088
A00054817525,00054817525
A00009514001,00009514001
A50268053115,50268053115
A00172443160,00172443160
A16590023730,16590023730
A52959069340,52959069340
A00338002302,00338002302
A49281082010,49281082010
A00009513503,00009513503
A00075062301,00075062301
A00406036562,00406036562
A00904020261,00904020261
A10702003615,10702003615
A44087152001,44087152001
A00406114201,00406114201
A00078068715,00078068715
A51079097520,51079097520
A65162064978,65162064978
A10631028605,10631028605
A25021040030,25021040030
A00093001006,00093001006
A00169406012,00169406012
A00172572810,00172572810
A00121119000,00121119000
A39822100001,39822100001
A62175010601,62175010601
A00536407401,00536407401
A58914011110,58914011110
A61703022321,61703022321
A00703831503,00703831503
A42023012001,42023012001
A00066043015,00066043015
A00781518292,00781518292
A13533080024,13533080024
A61553094102,61553094102
A59572030101,59572030101
A00009335902,00009335902
A00168005430,00168005430
A68084024801,68084024801
A31722090301,31722090301
A36000028225,36000028225
A00121054410,00121054410
A68992301003,68992301003
A00008451001,00008451001
A64116003906,64116003906
A00409339732,00409339732
A63323050831,63323050831
A00781107101,00781107101
A59011042020,59011042020
A00085140101,00085140101
A59310057920,59310057920
A50458031528,50458031528
A00264751010,00264751010
A00574200202,00574200202
A23155016831,23155016831
A68084076425,68084076425
A68084029421,68084029421
A00703331104,00703331104
A63323011310,63323011310
A60505056701,60505056701
A00003148220,00003148220
A00078034905,00078034905
A61570006901,61570006901
A65162089803,65162089803
A51079011820,51079011820
A00186109239,00186109239
A68462015713,68462015713
A00245001201,00245001201
A00904597361,00904597361
A65293000101,65293000101
A00338050941,00338050941
A63402020230,63402020230
A61570042003,61570042003
A00168026650,00168026650
A00378025710,00378025710
A55150025930,55150025930
A00409792203,00409792203
A49702021718,49702021718
A50222026006,50222026006
A00338269175,00338269175
A64764011901,64764011901
A42858030225,42858030225
A00143987310,00143987310
A00536589588,00536589588
A00065064725,00065064725
A00472003616,00472003616
A57970010001,57970010001
A00149003005,00149003005
A48818000102,48818000102
A00085137001,00085137001
A58160087546,58160087546
A51079098520,51079098520
A63323054011,63323054011
A00091371501,00091371501
A00641612725,00641612725
A00091334301,00091334301
A00054315440,00054315440
A50111046901,50111046901
A65862019301,65862019301
A51079046120,51079046120
A00406112201,00406112201
A63323032510,63323032510
A51079090520,51079090520
A68084065801,68084065801
A00536480101,00536480101
A59148000613,59148000613
A33358036430,33358036430
A62756079688,62756079688
A68094019361,68094019361
A13533080012,13533080012
A00054458111,00054458111
A00054864816,00054864816
A00904565261,00904565261
A68094075062,68094075062
A58468002001,58468002001
A57894003001,57894003001
A00173038701,00173038701
A62856079701,62856079701
A00034210001,00034210001
A69315090501,69315090501
A62559015304,62559015304
A62584014201,62584014201
A61703040841,61703040841
A67457034001,67457034001
A51655007924,51655007924
A55390050002,55390050002
A60687042401,60687042401
A00093874001,00093874001
A58468013001,58468013001
A59676032004,59676032004
A51991083801,51991083801
A67457044560,67457044560
A70594004801,70594004801
A00078041561,00078041561
A00781305995,00781305995
A00591219101,00591219101
A11980018005,11980018005
A00781325394,00781325394
A00075062300,00075062300
A54569104600,54569104600
A11098050701,11098050701
A51079029920,51079029920
A00781104813,00781104813
A16729025269,16729025269
A00603154358,00603154358
A51672131200,51672131200
A67457018120,67457018120
A25021081630,25021081630
A15054004301,15054004301
A63739008010,63739008010
A00781155613,00781155613
A00641611710,00641611710
A00409490234,00409490234
A66479056012,66479056012
A00338001308,00338001308
A37000002901,37000002901
A66685100202,66685100202
A60687010001,60687010001
A65597020230,65597020230
A00186013701,00186013701
A43547040710,43547040710
A00781139313,00781139313
A00224185530,00224185530
A68084013521,68084013521
A00998030315,00998030315
A00182504749,00182504749
A50268063615,50268063615
A00143970910,00143970910
A68084019501,68084019501
A49702020548,49702020548
A63323040302,63323040302
A00300154430,00300154430
A00338022104,00338022104
A50242004413,50242004413
A00074434113,00074434113
A00008084402,00008084402
A63323039810,63323039810
A00143962201,00143962201
A00023031304,00023031304
A00078048515,00078048515
A00074318813,00074318813
A00456005001,00456005001
A00023920810,00023920810
A68462010430,68462010430
A00008083721,00008083721
A00002751201,00002751201
A00074233411,00074233411
A00074679922,00074679922
A00641601310,00641601310
A00338049102,00338049102
A55150025110,55150025110
A00065054301,00065054301
A68084008201,68084008201
A00054023524,00054023524
A51079058820,51079058820
A50111085101,50111085101
A63323018610,63323018610
A00338051802,00338051802
A00904637061,00904637061
A00093777201,00093777201
A51079097320,51079097320
A42023018201,42023018201
A63323027057,63323027057
A40042005310,40042005310
A11701003816,11701003816
A51803000101,51803000101
A58016103201,58016103201
A00904780961,00904780961
A51079098220,51079098220
A00904592861,00904592861
A00574723412,00574723412
A10139023511,10139023511
A00904552461,00904552461
A63629338303,63629338303
A51079011520,51079011520
A51079081120,51079081120
A00168014231,00168014231
A65597010310,65597010310
A00006022761,00006022761
A00169008181,00169008181
A67457015303,67457015303
A61553031713,61553031713
A00002755901,00002755901
A59762502601,59762502601
A00006542305,00006542305
A00143176901,00143176901
A00378021601,00378021601
A00406577162,00406577162
A68084033701,68084033701
A63010001030,63010001030
A00009074630,00009074630
A13107006801,13107006801
A63323040120,63323040120
A00487980101,00487980101
A00009006406,00009006406
A00054001920,00054001920
A63739005910,63739005910
A49884090738,49884090738
A51079017220,51079017220
A00904588861,00904588861
A00093017456,00093017456
A00703877103,00703877103
A60687012125,60687012125
A68084017401,68084017401
A00904567861,00904567861
A52054055028,52054055028
A00904666661,00904666661
A00430075227,00430075227
A55150025220,55150025220
A67457085204,67457085204
A60432053760,60432053760
A00338068704,00338068704
A52544025524,52544025524
A00781340495,00781340495
A00456066270,00456066270
A00590032435,00590032435
A42292000120,42292000120
A00944049101,00944049101
A63323031461,63323031461
A47781059229,47781059229
A00085175502,00085175502
A63851050102,63851050102
A00904645361,00904645361
A00172436560,00172436560
A51672126403,51672126403
A00409317802,00409317802
A10147095201,10147095201
A00065064435,00065064435
A17478029111,17478029111
A50268059415,50268059415
A00339565712,00339565712
A00009509101,00009509101
A00409792209,00409792209
A11917007645,11917007645
A67457021720,67457021720
A68382019616,68382019616
A16729018201,16729018201
A49708064490,49708064490
A58468013202,58468013202
A16729018401,16729018401
A67877022001,67877022001
A00149000905,00149000905
A00703507503,00703507503
A67457042312,67457042312
A49999016850,49999016850
A68180061207,68180061207
A00054853516,00054853516
A51224016212,51224016212
A00904656861,00904656861
A70860077602,70860077602
A63323022110,63323022110
A00054873725,00054873725
A00781304095,00781304095
A76329330401,76329330401
A00641604610,00641604610
A54092038701,54092038701
A00527142636,00527142636
A52544092226,52544092226
A70860040010,70860040010
A61874016030,61874016030
A68084091231,68084091231
A68084018601,68084018601
A00281032608,00281032608
A00677059802,00677059802
A62856038901,62856038901
A59762024603,59762024603
A00781312595,00781312595
A51079008320,51079008320
A63323016201,63323016201
A00409798325,00409798325
A00168003760,00168003760
A11917005935,11917005935
A00186041201,00186041201
A00781707787,00781707787
A63323008650,63323008650
A00054874025,00054874025
A08489800001,08489800001
A00054009920,00054009920
A59762011701,59762011701
A00085124803,00085124803
A25021024202,25021024202
A00409792225,00409792225
A61958120101,61958120101
A50474057009,50474057009
A00904568461,00904568461
A00093077198,00093077198
A00131248060,00131248060
A51079021720,51079021720
A55390007001,55390007001
A63323036820,63323036820
A00536222075,00536222075
A13668009290,13668009290
A00603254421,00603254421
A65162077810,65162077810
A61703035038,61703035038
A00121457735,00121457735
A00187433005,00187433005
A47781030403,47781030403
A00093022056,00093022056
A63323050830,63323050830
A00555098037,00555098037
A76329124005,76329124005
A00781315972,00781315972
A08290036005,08290036005
A00781540501,00781540501
A00015740420,00015740420
A52152001902,52152001902
A00065065435,00065065435
A00527155201,00527155201
A52268010001,52268010001
A59762503201,59762503201
A00904792260,00904792260
A00062535001,00062535001
A14789001202,14789001202
A76128015575,76128015575
A58160087346,58160087346
A59676096001,59676096001
A63323010425,63323010425
A13811068230,13811068230
A00173063302,00173063302
A00409230521,00409230521
A64764015104,64764015104
A00074379902,00074379902
A00023611501,00023611501
A00904608561,00904608561
A67457021501,67457021501
A54868089801,54868089801
A00185094098,00185094098
A61314001425,61314001425
A00378720001,00378720001
A43547027010,43547027010
A51079045020,51079045020
A50484001030,50484001030
A00074707090,00074707090
A00085128801,00085128801
A24208036705,24208036705
A51079073520,51079073520
A17478008050,17478008050
A68084025401,68084025401
A52015008001,52015008001
A24208083060,24208083060
A00074662502,00074662502
A00075291202,00075291202
A00469142590,00469142590
A49281000950,49281000950
A00008002707,00008002707
A54458087110,54458087110
A51079039220,51079039220
A68546031730,68546031730
A70860060110,70860060110
A00904642304,00904642304
A16590064830,16590064830
A00078044905,00078044905
A00065026025,00065026025
A50458082004,50458082004
A51079005820,51079005820
A00054818125,00054818125
A00781893285,00781893285
A68084004401,68084004401
A00469305130,00469305130
A00149071001,00149071001
A49452475003,49452475003
A00904213761,00904213761
A00045006601,00045006601
A16252053608,16252053608
A55111068010,55111068010
A00054014120,00054014120
A00378087399,00378087399
A00121176130,00121176130
A00409146301,00409146301
A45802043411,45802043411
A78112073623,78112073623
A39822400001,39822400001
A67877023022,67877023022
A50242006401,50242006401
A00338027003,00338027003
A62756018888,62756018888
A00338085104,00338085104
A00904673061,00904673061
A68094010961,68094010961
A54482014407,54482014407
A00300366301,00300366301
A50484081015,50484081015
A00591571401,00591571401
A51079010520,51079010520
A44567023525,44567023525
A00904651961,00904651961
A00172567310,00172567310
A11980021105,11980021105
A60492005101,60492005101
A51079044220,51079044220
A00766145010,00766145010
A00007323002,00007323002
A17478071110,17478071110
A32909071503,32909071503
A39822120102,39822120102
A50111091501,50111091501
A00703904003,00703904003
A00093312501,00093312501
A00407141229,00407141229
A10019005561,10019005561
A54569515500,54569515500
A55150016205,55150016205
A51079098501,51079098501
A10019017644,10019017644
A00904627008,00904627008
A63323010510,63323010510
A49884072401,49884072401
A00338004303,00338004303
A00093720656,00093720656
A00172428000,00172428000
A55390012301,55390012301
A49938010704,49938010704
A28105014904,28105014904
A42702010215,42702010215
A00074336811,00074336811
A00517271025,00517271025
A51079076608,51079076608
A00002445485,00002445485
A47335018788,47335018788
A00904592261,00904592261
A00904615661,00904615661
A00781340995,00781340995
A63323032931,63323032931
A00065021535,00065021535
A25021014010,25021014010
A54569618900,54569618900
A00378015601,00378015601
A24208058559,24208058559
A63739004810,63739004810
A51079089920,51079089920
A00603545921,00603545921
A50242006101,50242006101
A00009338102,00009338102
A00074621702,00074621702
A00409189101,00409189101
A00597007575,00597007575
A62856027230,62856027230
A50458030001,50458030001
A51079094205,51079094205
A00065063136,00065063136
A23155010800,23155010800
A00049001483,00049001483
A51645090501,51645090501
A00904125061,00904125061
A00024230110,00024230110
A23360005142,23360005142
A55390047510,55390047510
A51079030020,51079030020
A54288010310,54288010310
A00904504260,00904504260
A00904652961,00904652961
A49938010130,49938010130
A37000002304,37000002304
A00093711306,00093711306
A49281051725,49281051725
A39822201001,39822201001
A67066000601,67066000601
A68084067521,68084067521
A50268030315,50268030315
A50268069215,50268069215
A43547036909,43547036909
A00703476801,00703476801
A00574085005,00574085005
A51079024620,51079024620
A00409121201,00409121201
A00045034360,00045034360
A51079086320,51079086320
A63323008950,63323008950
A69238148901,69238148901
A24208075060,24208075060
A00469882030,00469882030
A47781030701,47781030701
A47781047013,47781047013
A65197000101,65197000101
A17270072101,17270072101
A00087277235,00087277235
A00068051030,00068051030
A67457067502,67457067502
A68084002121,68084002121
A16729027668,16729027668
A65293001503,65293001503
A00093514001,00093514001
A00904639161,00904639161
A00713010113,00713010113
A00029485121,00029485121
A63323014397,63323014397
A00143119550,00143119550
A00054352763,00054352763
A76329333901,76329333901
A15456098004,15456098004
A60687028621,60687028621
A54092051302,54092051302
A50111032501,50111032501
A00002416530,00002416530
A68084049001,68084049001
A00469042099,00469042099
A00045006701,00045006701
A00003218710,00003218710
A00093002610,00093002610
A00409144304,00409144304
A10019092001,10019092001
A00093031101,00093031101
A00029315818,00029315818
A10432006501,10432006501
A17478010212,17478010212
A00049396041,00049396041
A00310040260,00310040260
A10147170007,10147170007
A00051002121,00051002121
A47781061791,47781061791
A00409488812,00409488812
A68084027501,68084027501
A00574086610,00574086610
A00409379301,00409379301
A68084091825,68084091825
A58597802206,58597802206
A00338001701,00338001701
A72140003147,72140003147
A00009338202,00009338202
A54505005522,54505005522
A20536032201,20536032201
A51479004215,51479004215
A00003089331,00003089331
A00904595961,00904595961
A51079060820,51079060820
A63323054201,63323054201
A68084071301,68084071301
A67457051305,67457051305
A16590005960,16590005960
A63739050010,63739050010
A69238153502,69238153502
A70860065110,70860065110
A00245021111,00245021111
A00071053240,00071053240
A68084051301,68084051301
A00703115303,00703115303
A00172531210,00172531210
A62332002531,62332002531
A58468008001,58468008001
A00078024015,00078024015
A59572030250,59572030250
A11980002205,11980002205
A00065009205,00065009205
A25021012120,25021012120
A00781627043,00781627043
A63323047101,63323047101
A00093730165,00093730165
A00074712611,00074712611
A43598021040,43598021040
A00003049420,00003049420
A59148064023,59148064023
A54092017312,54092017312
A00456046163,00456046163
A57237001890,57237001890
A00078033184,00078033184
A00045064165,00045064165
A12547015040,12547015040
A51672130901,51672130901
A55111068507,55111068507
A58468010001,58468010001
A55289005442,55289005442
A63323011720,63323011720
A69853010201,69853010201
A63739026110,63739026110
A55513012610,55513012610
A00487950101,00487950101
A00591321472,00591321472
A45963061359,45963061359
A00409427501,00409427501
A00904098950,00904098950
A00013700112,00013700112
A51079044020,51079044020
A58468002101,58468002101
A68084052401,68084052401
A00904530661,00904530661
A68084086921,68084086921
A55150011210,55150011210
A00187355510,00187355510
A00008083703,00008083703
A66435020115,66435020115
A54092070202,54092070202
A54838054070,54838054070
A00904699104,00904699104
A24208067004,24208067004
A00054350547,00054350547
A00168004046,00168004046
A68188093190,68188093190
A00517235025,00517235025
A00187301030,00187301030
A00173066200,00173066200
A62037069790,62037069790
A00904640506,00904640506
A49281029110,49281029110
A24385080701,24385080701
A00597019705,00597019705
A00026858231,00026858231
A39822027707,39822027707
A00182402889,00182402889
A65862084003,65862084003
A00069308030,00069308030
A00781324494,00781324494
A00409190301,00409190301
A51991041702,51991041702
A00187065920,00187065920
A68084011001,68084011001
A00409212288,00409212288
A00172541346,00172541346
A00338080304,00338080304
A23360015250,23360015250
A70121160507,70121160507
A51479004115,51479004115
A42292003920,42292003920
A66203230001,66203230001
A00469321110,00469321110
A55513047810,55513047810
A63402019030,63402019030
A49884067801,49884067801
A00071041813,00071041813
A62584071301,62584071301
A54868021500,54868021500
A51285052302,51285052302
A00024414260,00024414260
A00591534710,00591534710
A00121065402,00121065402
A59922063101,59922063101
A00069077038,00069077038
A50268060015,50268060015
A00904636561,00904636561
A00378037201,00378037201
A50111043401,50111043401
A19515090941,19515090941
A00810079887,00810079887
A00002767801,00002767801
A00093023356,00093023356
A00409909422,00409909422
A00536467801,00536467801
A55390088010,55390088010
A47335004740,47335004740
A00126008802,00126008802
A00089081521,00089081521
A66658023428,66658023428
A42457000184,42457000184
A39822070602,39822070602
A51079020620,51079020620
A00168005960,00168005960
A61553015311,61553015311
A42192060510,42192060510
A00409792313,00409792313
A00093574265,00093574265
A00049490041,00049490041
A00904679961,00904679961
A10939003722,10939003722
A00409490334,00409490334
A00781323909,00781323909
A00173075600,00173075600
A60687032201,60687032201
A00085151904,00085151904
A00781104613,00781104613
A00597026010,00597026010
A00597013560,00597013560
A60687014301,60687014301
A57896042101,57896042101
A52544014926,52544014926
A00003029320,00003029320
A00904647061,00904647061
A55513019201,55513019201
A67457040913,67457040913
A00603703841,00603703841
A60505260400,60505260400
A51079095120,51079095120
A51079096620,51079096620
A68084078301,68084078301
A00003161212,00003161212
A17236032410,17236032410
A00023791560,00023791560
A00003080110,00003080110
A00173020155,00173020155
A51079087201,51079087201
A00406833062,00406833062
A00173066100,00173066100
A00904655304,00904655304
A00904525530,00904525530
A51079042420,51079042420
A63323064907,63323064907
A00781723864,00781723864
A60687041094,60687041094
A55150011420,55150011420
A52959040250,52959040250
A00074612390,00074612390
A00062980001,00062980001
A00338001602,00338001602
A00003218713,00003218713
A00173037934,00173037934
A00597014960,00597014960
A00143968025,00143968025
A62584081301,62584081301
A00013746686,00013746686
A51079060520,51079060520
A50242008527,50242008527
A67919003001,67919003001
A00409158302,00409158302
A00904588061,00904588061
A63256020005,63256020005
A50268072815,50268072815
A00517391025,00517391025
A43547026810,43547026810
A54868416700,54868416700
A00338100702,00338100702
A00781573413,00781573413
A00054040444,00054040444
A00264196510,00264196510
A00115170001,00115170001
A00406055201,00406055201
A58177025504,58177025504
A63323056887,63323056887
A60793013601,60793013601
A68180028501,68180028501
A00245004101,00245004101
A16864068002,16864068002
A00093031801,00093031801
A51079008220,51079008220
A63323001115,63323001115
A00002322830,00002322830
A51079087101,51079087101
A10370067701,10370067701
A00469325010,00469325010
A65649020175,65649020175
A50458030611,50458030611
A25021011504,25021011504
A25021011382,25021011382
A10122062010,10122062010
A68084019601,68084019601
A00904655161,00904655161
A00071052740,00071052740
A00074165801,00074165801
A00067810012,00067810012
A00056017675,00056017675
A00131541070,00131541070
A00009011319,00009011319
A25021021350,25021021350
A00904656761,00904656761
A61553030772,61553030772
A00409080501,00409080501
A44087081808,44087081808
A00904549261,00904549261
A51079044420,51079044420
A48433020230,48433020230
A68682036890,68682036890
A49452521001,49452521001
A00456241063,00456241063
A00781602352,00781602352
A51079088120,51079088120
A43598043611,43598043611
A63739051910,63739051910
A51079027920,51079027920
A50268085215,50268085215
A00143968910,00143968910
A00603516821,00603516821
A63323029730,63323029730
A49938010201,49938010201
A17478030703,17478030703
A00078044805,00078044805
A51991045757,51991045757
A63323002425,63323002425
A00093819201,00093819201
A68992307503,68992307503
A00009752903,00009752903
A00023782410,00023782410
A00338011704,00338011704
A47781010830,47781010830
A00517030110,00517030110
A63323019202,63323019202
A00006468100,00006468100
A00029152611,00029152611
A00310028339,00310028339
A55150016330,55150016330
A00555101116,00555101116
A08290823000,08290823000
A50419035703,50419035703
A00904662735,00904662735
A00186502228,00186502228
A00904652261,00904652261
A00173069502,00173069502
A00591052801,00591052801
A00006542315,00006542315
A63323026801,63323026801
A00069153041,00069153041
A55390014301,55390014301
A00002324033,00002324033
A70092123847,70092123847
A00049399041,00049399041
A17856200205,17856200205
A00013830304,00013830304
A00002411633,00002411633
A00029609039,00029609039
A00074198530,00074198530
A00172571210,00172571210
A00904600861,00904600861
A00078032306,00078032306
A63739026910,63739026910
A00002751001,00002751001
A00703330104,00703330104
A00143148401,00143148401
A00904322035,00904322035
A00074333330,00074333330
A00078069635,00078069635
A61958170101,61958170101
A51079051320,51079051320
A00075800180,00075800180
A60758018805,60758018805
A60267070550,60267070550
A25021013283,25021013283
A00536623772,00536623772
A37000002104,37000002104
A00065024620,00065024620
A00088117547,00088117547
A00223176001,00223176001
A00093576956,00093576956
A16590025230,16590025230
A64679093602,64679093602
A00409492834,00409492834
A51079058001,51079058001
A54569430700,54569430700
A54868497000,54868497000
A00904640861,00904640861
A00065027510,00065027510
A00054008826,00054008826
A50383072017,50383072017
A00904386575,00904386575
A60687019501,60687019501
A00173011318,00173011318
A00093032001,00093032001
A00182070389,00182070389
A00904404073,00904404073
A00406112101,00406112101
A00085171603,00085171603
A00548590000,00548590000
A00093947753,00093947753
A00039022211,00039022211
A66435020295,66435020295
A00409116202,00409116202
A51079037420,51079037420
A00904653061,00904653061
A66758004401,66758004401
A00517481025,00517481025
A24987036210,24987036210
A43825010201,43825010201
A63739057610,63739057610
A00185005501,00185005501
A00469061711,00469061711
A51079074520,51079074520
A00409669501,00409669501
A00338102341,00338102341
A68084047901,68084047901
A00436094616,00436094616
A54162060002,54162060002
A00078065935,00078065935
A50458039660,50458039660
A00172443510,00172443510
A00046110081,00046110081
A00245021201,00245021201
A51079022320,51079022320
A00121481000,00121481000
A63323032225,63323032225
A00054350049,00054350049
A57237000511,57237000511
A00517013410,00517013410
A00062535101,00062535101
A00409115901,00409115901
A00143120125,00143120125
A00115165901,00115165901
A47781058991,47781058991
A45802073032,45802073032
A68084048601,68084048601
A67386091151,67386091151
A51079004120,51079004120
A00310070539,00310070539
A63851050101,63851050101
A59148000913,59148000913
A51079041720,51079041720
A25021080601,25021080601
A63323046437,63323046437
A00487950125,00487950125
A51079020020,51079020020
A00904553561,00904553561
A00091069520,00091069520
A00641601410,00641601410
A66689003650,66689003650
A00338067104,00338067104
A63323047727,63323047727
A00409131230,00409131230
A10019092501,10019092501
A70121123901,70121123901
A54868381600,54868381600
A60505011400,60505011400
A00131247960,00131247960
A00781320995,00781320995
A51079080820,51079080820
A00085435001,00085435001
A12496128302,12496128302
A51079052020,51079052020
A00015054841,00015054841
A00078024615,00078024615
A00517821025,00517821025
A00006027528,00006027528
A00187099395,00187099395
A59011045210,59011045210
A00093065801,00093065801
A11523726808,11523726808
A00009001104,00009001104
A62559021081,62559021081
A00004026001,00004026001
A68084029521,68084029521
A00703951401,00703951401
A00406907576,00406907576
A76329339001,76329339001
A00008103205,00008103205
A00071015540,00071015540
A00182055789,00182055789
A00904762331,00904762331
A00004018301,00004018301
A00597000160,00597000160
A00068059701,00068059701
A63739059110,63739059110
A00904541501,00904541501
A65197000201,65197000201
A00143978610,00143978610
A24208050510,24208050510
A00182181144,00182181144
A00713016612,00713016612
A17478041940,17478041940
A00338003003,00338003003
A00071036240,00071036240
A00172428010,00172428010
A00085174701,00085174701
A00597000302,00597000302
A00591014926,00591014926
A00430375414,00430375414
A00003256016,00003256016
A50268075415,50268075415
A00072576008,00072576008
A49281027183,49281027183
A11980002515,11980002515
A00121481040,00121481040
A45802046564,45802046564
A50458093010,50458093010
A43598016530,43598016530
A68084018401,68084018401
A00409434610,00409434610
A00002735501,00002735501
A00168002638,00168002638
A16729013700,16729013700
A63739064510,63739064510
A23155010201,23155010201
A16729009401,16729009401
A00713013512,00713013512
A61314031810,61314031810
A58980061030,58980061030
A58160082011,58160082011
A00009075801,00009075801
A51079016503,51079016503
A62756051244,62756051244
A00186198804,00186198804
A00143967310,00143967310
A63323025803,63323025803
A51479004801,51479004801
A00703841104,00703841104
A00003052411,00003052411
A00071036524,00071036524
A59627000103,59627000103
A63323096510,63323096510
A00045152010,00045152010
A50383077933,50383077933
A00409610210,00409610210
A00409311831,00409311831
A67467064301,67467064301
A44567022210,44567022210
A59310017780,59310017780
A00904637461,00904637461
A67457038499,67457038499
A63323017302,63323017302
A60687024201,60687024201
A57664037708,57664037708
A50419077701,50419077701
A00009090218,00009090218
A00149073402,00149073402
A64116003106,64116003106
A00006046106,00006046106
A00054408425,00054408425
A54569384900,54569384900
A51293081001,51293081001
A51079068320,51079068320
A00074611411,00074611411
A00143991901,00143991901
A00009521301,00009521301
A00093527201,00093527201
A63739035810,63739035810
A50268015215,50268015215
A00009000302,00009000302
A00703565601,00703565601
A00074364203,00074364203
A67781025101,67781025101
A64764072030,64764072030
A55390013301,55390013301
A00007323211,00007323211
A51672200102,51672200102
A63323013610,63323013610
A00005434462,00005434462
A00338114503,00338114503
A00469352530,00469352530
A00482011614,00482011614
A00338001738,00338001738
A00597008717,00597008717
A66553000401,66553000401
A00378015001,00378015001
A61314003002,61314003002
A00904563261,00904563261
A00555080802,00555080802
A49884003201,49884003201
A00904589430,00904589430
A47781038426,47781038426
A00555097102,00555097102
A51479004901,51479004901
A67546011132,67546011132
A00006302901,00006302901
A51079054720,51079054720
A00517092008,00517092008
A49999091690,49999091690
A16729011431,16729011431
A61314031201,61314031201
A00904676130,00904676130
A50458056201,50458056201
A63323049237,63323049237
A37205061465,37205061465
A00409337504,00409337504
A65162005827,65162005827
A00054018913,00054018913
A25021013282,25021013282
A00006011231,00006011231
A50242013701,50242013701
A63459010130,63459010130
A55150021910,55150021910
A00998035415,00998035415
A68084024711,68084024711
A00143176401,00143176401
A10019007587,10019007587
A52604510001,52604510001
A25021020251,25021020251
A17478041510,17478041510
A00904640161,00904640161
A00409733503,00409733503
A63323018410,63323018410
A68084080801,68084080801
A00904655661,00904655661
A00904635361,00904635361
A00186116502,00186116502
A45802092594,45802092594
A51079075320,51079075320
A00054814622,00054814622
A00078033705,00078033705
A50458057710,50458057710
A68180067711,68180067711
A00065079515,00065079515
A70257012611,70257012611
A00067400230,00067400230
A58177030104,58177030104
A45802004064,45802004064
A00006461200,00006461200
A63323012250,63323012250
A53489038601,53489038601
A00121053107,00121053107
A00093681573,00093681573
A61958080101,61958080101
A00182616840,00182616840
A63739067410,63739067410
A00456320563,00456320563
A54092025290,54092025290
